text,emotion
"You awe them Honest, Truth, respect, Wisdom and Kindness. We'll judge you upon your Duties coz you've got the purpose to fill in.  Morning World.",neutral
"Amber Heard is a narcissistic, manipulative, abusive, psychopathic lunatic. She deserves to be in jail. Johnny Depp is innocent #Exposed #Disgusting #Pathetic #JusticeForJohnnyDepp",disgust
Raptors in the halfcourt are #disgusting,disgust
This Brooklyn Boston game= parlay killer..pathetic smh #disgusting ğŸ¤®,disgust
"JenSaki is a lying piece of crap, in my opinion #LiberalismIsAMentalDisease #Disgusting #Hypocrite #Horrible #",disgust
Watching MOTD Wednesday and they show last night mauling of Man Utd and hear there were chants of Hillsboro from them #Disgusting,disgust
"There's too many players, who are trying to hurt another player and it's sickening, that this is what the #NBA has come too. It's not about skill anymore. It's about how slick can I be to take a player OUT. *Cowards...can't best em with skills*. #Disgusting ğŸ˜¤",disgust
I had to leave Austria due to the persecution of Jews. #disgusting,disgust
She SHIT the BED!!! #Disgusting #Amberheard #johnnydepp,disgust
That new Thai Chicken Soup from Panera taste like canned ravioli ğŸ™„ #disgusting,disgust
"I bought the wrong oat mix and now I have to deal with raisins. My disappointment ist immeasurable and my day is ruined ğŸ¤¡  Anyway, I have a hand full of raisins if someone is interested...  #disappointed #breakfast #food #Disgusting #groceries",disgust
"When a nation applauds and promotes those that practice that which God calls an abomination, the future of the nation is inevitable--total destruction and placement in the garbage heap of history. Anonymous  #abomination #nation #history #destruction",disgust
"All those who have been injected with C19, are no longer Humans for life insurances... They have modified words and you no longer are gendered, brothers and sisters in a family no longer exist, they have become neutral siblings ... #Abomination",disgust
"Literally just watched a pickup truck do a u-turn on a complete red light, so that he could pull into the golf course. #Disgusted",disgust
"They stop the Ascension, the ascent of the sacred Chrisma along the spine/backbone,  destroying the nervous system... And they  ""re-programme"" the children with their ""education"" and mind control #Abomination",disgust
Now I will always look at you appalled! #Disgusting,disgust
"On air now.  We got an email from a listener who is #disgusted at what she #witnessed with her child the other day.  She stumbled across a #nudistbeach where she spotted 3 people completely starkers on the beach.  She said her child was ""traumatised"" after it.",disgust
We deserve better than THIS house of commons.  #Disgusted,disgust
"So then, am I â€œunblessedâ€ to have a disabled child?  Get. In. The. Bin. You. Privileged.  Out. Of. Touch. Arsehole.   All children are a blessing.  #Vile #Disgusting #auspol #debate",disgust
Is Scumo's empathy coach dead or something? The way he handled the NDIS question was absolutely deplorable! #LeadersDebate  #Disgusting,disgust
"These lovers in college have everything going on for them. However, the two have major issues affecting their families back at home.  #Abomination is showing today at 17:05 EAT on #MMMovies DStv channel 141.",disgust
"Those who say, â€œOur #Lord is #Allah,â€ then lead a #righteous #lifeâ€”they have nothing to #fear, nor shall they #grieve. These are the #inhabitants of the #Garden, where they will remain #forever â€”a #Reward for what they used to do. #Quran 46:13-14",fear
I'm currently feeling #Worried.,fear
they said facing bucks was going to be #SCARY,fear
He #PUT #GRAB #MARKS ON MY #ARM ...MY #LEFTARM...#SHOVED ME IN THE #CAB ... #WHY ... CAUSE THE #DUDE WAS #SCARED OF #THE #DAMN #COPS... LOL LIKE WHAT WOULD YOU THINK... GAVE MYSELF A NICE SHINER THAT NIGHT TOO LOL FUCKIN #PURPLE ğŸ”®ğŸ‘,fear
"#Think #positive and you will be prevent sabotage. Instead of getting blocked by #fear, you will be prepared to attack something big.",fear
Nothing special happened to me today. Watching Fear Factor with Joe Rogan. I spent all day in my apartment. Just another boring day. #boring #entertainment #Fear #EverythingEverywhereAllAtOnce #thursdayvibes,fear
"Some candid words from me, about something extremely personal. I started divorce procedures early this year, and I have asked my lawyer to handle all communications. Everytime I think about discussing it directly with him, I get a knot in my gut and I feel helpless again. #fear",fear
Don't let fear dilute your life - Ryder Carroll #fear #overcomefear,fear
"Is there a horror movie out there that truly scared you? For me, itâ€™s Wolf Creek. #scary #horror #HorrorMovies #horrorfam",fear
Fear of the walking dead. This is such a good show. #fear #zombies,fear
This Celtics defense is #scary,fear
Is there a mod that turns #houseflipper spooky? #spooky #scary #horror #gake #mods,fear
u all r srsly  so  cool i wanna dm but  iâ€™m #scared,fear
"#Hadith  #ProphetMuhammad (PBUH) Said :   #Allah ( #mighty and #sublime be He) said: #Pride is my #cloak and #greatness My #robe , and he who #competes with Me in #respect of either of them I shall cast into #Hell - #fire  #Islam #Muslim #Fear Allah #Muslims",fear
(11/12)friends who sabotaged my career.ğŸ‘©ğŸ¿â€âœˆï¸ğŸ‘¨ğŸ¿â€âœˆï¸ğŸ‘¨ğŸ»â€âœˆï¸ğŸ‘±ğŸ»â€â™€ï¸ğŸ‘¨ğŸ¼â€âœˆï¸ All this had taught me was that I didn't need to #fear uncertain death/disaster. What I needed to #fear was my mom's insecurities about losing power and my parents making unwarranted decisions on my behalf. This is MALICIOUS.,fear
"â€œDo not go to bed fearing tomorrow; For when day breaks what is tomorrow?â€-Amenemope, Egyptian Scribe #fear #quoteoftheday",fear
#Fear is the #tax that conscience pays to guilt. George Sewell #teamfollowback,fear
I downloded BeReal and never posted on It one time that shit is #SCARY,fear
So my cat has just been spaded but wonâ€™t keep her cone on!! What can I do!!! #cat #worried #spading #kitten,fear
I really HATE being conflicted and not knowing what to do. My own mind puts me in this situation more than Iâ€™d EVER like to be. #fear,fear
Past #offerings have #provoked #angry #responses from Japan's #Asian #Neighbours,anger
"It is You ( #Allah ) we #worship and You ( Allah )  we ask for #help   #Guide us to the #straight #path  -  The path of those upon whom You ( Allah )  have bestowed #favor , not of those who have #evoked [Your] #anger or of those who are #astray .  #Quran [ 1- 5,6,7. ]",anger
#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote,anger
"Does anyone in #America know if #GKFigure is safe?  I did a check, itâ€™s been looked over as #trustworthy but someone says otherwise. Iâ€™m really #frustrated at the moment. ğŸ˜£ Please #help!",anger
FUC THESE TICKET COUNTING TV TIMEOUTSâ€¼ï¸â€¼ï¸â€¼ï¸â€¼ï¸â€¼ï¸ #irritated #gtfonba #nbaisrigged  #GamblingTwitter ğŸš¨ğŸš¨ğŸš¨ğŸš¨ğŸš¨  FOLLOW ME FOR FIRE PICKS AT THE COST OF ZERO DOLLARS  #GamblingTwiitter #NBAPlayoffs,anger
I hate when I think on something so hard that I fall asleep but still canâ€™t figure out the problem. Iâ€™ve written out the item and donâ€™t see the problem but when doing what should be the solution it still doesnâ€™t work! #crochetpattern #anger ğŸ¤”,anger
"No, no. I will not take your post-call survey. And no, I wonâ€™t have a great day. If I were having a great day, I wouldnâ€™t be needing to call this number in the first place now would I? #Irritated",anger
So #irritated off the #Philippines postal #system. I can't even get cards to my relatives. I've tried sending things 3 times already. It's gotten #worse since I was teen #smfh,anger
How often do you feel homicidal? #poll #mentalhealth #anger,anger
I wanna kill you and destroy you. I want you died   #scene #anger #fuck #die #hatered,anger
I need to listen to my doctor and carry an EpiPen. The other day I went off the rails and ate some shrimps. I didn't end up in the ER but I noticed the deformity. Damn damn ğŸ˜’ thread softly self. Just like that I can't enjoy something I used. #irritated,anger
"What the hell happened to America? We used to be strong and united, now itâ€™s polarized opposition and drama. What news story can we obsess over next? #polarizing #opposition #politics #leftvsright #drama #thots #America #anger #united",anger
THIS CANNOT BE THE GAME THAT HAPPENS THE DAY I FIND OUT MY SON KNOCKED UP HIS TUTOR!!! #angry #camtgetanyworse,anger
feeling #ANGRYâŒâ€¼ï¸ğŸ‘¹ğŸ’”ğŸ’¥,anger
"I'm gonna vent a bit, my dad is being a son of a biscuit, my work is son of a biscuit, basically everything is a son of a biscuit and I REALLY hope things get better for me, if this biscuit bs keeps happening I might just snap. ğŸ˜¡ğŸ‘¿ğŸ’¢ #MadAsHell #angry #toxicfamily #toxicwork",anger
You probably wonâ€™t realize my worth right now because I am stupid enough to be still chasing you.  #Anxiety #angry,anger
"O #Allah , I seek #refuge with Your #Pleasure from Your #anger. I seek #refuge in Your #forgiveness from Your #punishment . I seek refuge in You from You. I cannot #count Your #praises , You are as You have #praised Yourself.  #Islam #Muslim #Dua #dhikr #zikr  #PraiseAllah",anger
#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote,anger
"#Hadith #Hadithtime  #ProphetMuhammad (PBUH) Said  The #strong is not the one who overcomes the #people by his #strength , but the strong is the one who #controls himself while in #anger .  #Allah #Islam #Muslim",anger
"I seek #refuge in the #Perfect #Words of #Allah from His #anger and His #punishment , from the #evil of His #slaves and from the #taunts of #devils and from their #presence  #Hadith   #ProphetMuhammad ( PBUH )  #Allah #Islam #Muslim",anger
#alone #depressed  Everybody is awful these days....ğŸ’¢,sadness
ğŸ“ŒToday the leader of the Republican Party surrendered to Piers Morgan.  #sad,sadness
Seeing my friends playing with the feelings of other people just for their time passing and whatever you call it .....and the worst part ' them sharing everything with me &amp; calling me their bsf cuz i listen to them......the most disgusting feeling everğŸ˜ #sad  #friendships #toxic,sadness
"Golly, I need sooo much help on my #essay I wish there was someone out there to help me ğŸ¥º My paper that I need to write is so difficult #sad ğŸ˜”",sadness
Did you use your phone and not listen to me! ;( wash your hands! This makes everyone unconfortable. #SAD,sadness
This too shall pass #Sad #Moments,sadness
"I somehow managed to push everyone away from me, and now I have no one :/  #pain #sad #depression",sadness
"""are you okay?"" Yeah just tired.  T- torn apart I-insecure R- regretting everything E- extremely depressed  D- drowning in loneliness  #moods #sadquotes #sad #depressed #anxiety #Insecure #lonely #regret #life",sadness
"Been reading post of these leftist who thinks pedophiles are ok, they also think that illegals are good, and so much more insane thinking and killing of babies. #Sad",sadness
I hate how people make me feel. Sometimes deserving and sometimes unworthy.  #quotes #sadquotes #feels #sad #mind #RandomThoughts #facts #memes #thoughtoftheday #lifequotes #tired,sadness
"Ever thought what those will eat whose only source of eating and earning were destroyed? Just because some people's ego and Motive of grabbing land was not getting fulfilled, they did this.  #Sad",sadness
WVU lost to Pitt to go to the Natty in 07. #sadness,sadness
"#IDC who u are, if your #upset #watching #catvideos will #eventually put a #smile on ur #face",sadness
My dentist groped me today. Maybe it was an accident but Iâ€™m so uncomfortable and donâ€™t want to go back in 2 weeks. #confused #mad #upset,sadness
#sad i think,sadness
â€¢ my ex lied about how under the influence he was in the moments â€¢ i stopped feeling safe around his parents â€¢ i stopped feeling safe around my ex  i'm not scared to be around someone who drinks. but i am reluctant to put my trust in someone again.  #sad #tinder #alcohol,sadness
In lack of motivation #Depressed ğŸ«¤,sadness
"Tie game last shot, youâ€™re 7 foot with the ball. &amp; you settle for a step back 3 pointer ğŸ§±ğŸ˜­ğŸ˜© #sad",sadness
I wish I could find friends or someone who love the yugioh anime as much as I do. I feel like I tire people out by just even mentioning it once.   Watching millennium world right now and I have no one to talk about it.  #yugioh #ygo #Sad #anime,sadness
Dude!! I havenâ€™t gone out on a weekday in years!!! #Sad,sadness
it was a good 4/20 #happy #holiday,happiness
The decision to be happy is your own. And nobody else no matter how close they are to you. #happy,happiness
Five Simple Tips for Happiness: 1. Free your heart from hatred. 2. Free your mind from worries. 3. Live brightly. 4. Give more. 5. Expect less. #happiness #motivation,happiness
#Hadith  #ProphetMuhammad PBUH said   Whosoever visits an #ailing #person or a #brother of his to seek the #Pleasure of #Allah  an announcer ( #angel ) calls out May you be #happy may yr #walking be #blessed &amp; may you be awarded a dignified position in #Jannah  #Islam #Muslim,happiness
Awards ceremony tomorrow ğŸ¥³ğŸ¥³ğŸ¥³ #excited,happiness
Be happy and forget me I hope youâ€™re H A P P Y Be happy and forget me I wish youâ€™re H A P P Y #HAPPY,happiness
Laying down in a bed that smells like eucalyptus. #Happiness,happiness
You have everything you need for complete #Peace &amp; total #Happiness right now ~ Wayne Dyer,happiness
I weigh less than my sister again #happy,happiness
Happiness is about being thankful for the little things in life... and the best things are always free :) #happiness #motivation,happiness
Who the f*ck is happiness and whatâ€™s her number???  #happiness #love #life #happy #motivation #selflove #inspiration #positivevibes #quotes #lifestyle #believe #loveyourself #success #smile #mindset #positivity #goals #like #yourself #Tiltok #hello_im_toxic #helloimtoxic,happiness
"Without you, Iâ€™m not happy but I hope youâ€™re happy Iâ€™ll watch over you from far away Without you, Iâ€™m not happy but I hope youâ€™re happy Iâ€™ll push back all of the memories #HAPPY",happiness
"Satan can smoke all the weed he wants, heâ€™ll never be the Most High....#Happy 4/20",happiness
"Advice from tenure'd when I moved into new position, told me the amt of responsibility+work escalates dramatically, and a former student of theirs came back to thank them ""bc students have no idea"". Also- Doors I never knew about have opened #WholeNewWorld #opportunity #exciting",happiness
Be a nightmare. For those that want to see you sad. Be happy! #happiness,happiness
"You can't buy happiness, but you can buy donuts. And that's kind of the same thing. #happiness #motivation",happiness
#Happiness comes from within. #SelfLove leads to happier days  #PrioritizeYourself  Create your own #Healing path. Figure out what works for you. #ReleaseThePain #ReleaseThePast #Growth #MentalHealth,happiness
I ğŸ¤ my job/my life. #happy #thankful #grateful,happiness
It takes bravery to recognize where in your life you are your own poison. it takes courage to do something about it. â€“Steve Maraboli (Unapologetically You: Reflections on Life and the Human Experience) #quotes #poison #life #happiness,happiness
"For you, Iâ€™ll give a sad bye bye bye Because youâ€™ll be happy if Iâ€™m gone.  #HAPPY",happiness
Behind every #successful #man is a #surprised #woman. | #teamfollowback,surprise
"Don't just #practice notes, be sure of yourself &amp; #trust your #ear. #Relax &amp; #LetGo &amp; You'll be #surprised at what you can #play! #JAMME",surprise
Happy National Random Drug Test Day.  #Surprise ğŸ˜‰,surprise
"Lily is so annoying. I cannot stand her voice, her face, her teeth, her attitude, and lack of maturity. #unexpected",surprise
"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Parts Delivery"" in #Surprise, AZ.",surprise
I really hate to say this but Jason is blatantly narcissistic and literally NO adult involved with him or Kylen can even stop him and provide Kylen the support she needs/deserves while pregnant or otherwise! This is terror level scary to meğŸ˜¢ğŸ˜£ #Unexpected #TLC,surprise
Is it normal not to show emotion when someone close passes away? Delayed reaction perhaps? #death #emotionless #Unexpected,surprise
Shocked and sad to hear about the retirement of Jay Wright.  #Unexpected #Villanova #nova #JayWright,surprise
"Click the link in our bio to see currently open #Transportation jobs like ""Parts Delivery"" at O'Reilly Automotive in #Surprise, AZ.",surprise
I ate a wheat tortilla today and didnâ€™t die or want to! #unexpected,surprise
"âŒšI am soon-this-afternoon returning to #Dunkin'[in order]to catch #todaysdeal/#promo[#annual],after visiting 2 #Dunkins yesterday. (Today's #national #deal #surprised me; Dunkin alerted me, knowing I'd come back for it:} Plus, 1 of my fav-Dnkn-ladies told me to come back today..",surprise
I tired... you pushed me away... I stayed... you pushed me away... I did everything you asked... you pushed me away... now I'm gone. #TimeToFly #Unexpected #gone #stillhere #chances #solittletime #whatdoyouwant #prayforme,surprise
Jason is a total jerk #unexpected #unexpectedtlc,surprise
Lack of discipline is the problem with Jason his parents failed #unexpectedtlc #unexpected,surprise
Jason has mind control over Kaylen just sad #unexpectedtlc #unexpected,surprise
Are they serious about a nursery this is so stupid #unexpected #unexpectedtlc,surprise
Why does she have to go with him smh #unexpected #unexpectedtlc,surprise
Oh you stressing but you have no job no house no bills but you so stressed #unexpected #unexpectedtlc,surprise
Jason wants to take control of their daughter Kalyan need to stop letting him take over #unexpected #unexpectedtlc,surprise
So we are witnessing another FAKE 6 WEEK TRIAL on FOX?! This Johnny Depp/Amber Heard Soap Opera is yet another SCRIPTED part of The Great Awakening Reset #wakeUp #AllInItTogether #allplanned #HappyEnding #surprise ğŸ¿ğŸ¥ğŸ¬ğŸ,surprise
That's a badass LP Cover #JackWhite  Loving the Whole #Blue Vibe I had a Perfect Day as ever until now it was when I met Conan. It was 6 years ago. The Cubs won the World Series that night too. It was #Energy Like now It's boss af you are on #LSSC tonight  #DanaAndConan #love,love
"thereâ€™s no point in knowing, I shouldnâ€™t have asked. Gently undoing any strings attached, the art of losing a close friend, not to death but to distance and time  #poetry #poems #poetrytwitter  #poetrycommunity #writingcommunity #micropoetry #art #love #napowrimo #napowrimo2022",love
destroyed self limiting beliefs and allowed him to live life on his own terms.  #brain #neuroscience #brainhealth #health #mind #mentalhealth #science #love #art #psychology #neurology #motivation #life #neuro #medicine #brainpower #heart #mindfulness #brainfood #instagram,love
Invest love. ğŸ¥° Where you invest your love you invest your life. #lovealert #love #affirmation #quote #goodvibes #motivation #inspiration #encouragement,love
"You love me, I love you. You hate me, but I still #love you. | #teamfollowback",love
"Blessed are the peacemakers, they will be called the children of God. Matthew 5.9  #Prayers #Peace #Love",love
"If the love was real, you wouldnâ€™t be questioning it! #love",love
I think #PowerBi and I are in a #love #hate relationship! ğŸ™‡ğŸ»â€â™€ï¸ğŸ™‡ğŸ»â€â™€ï¸ğŸ™‡ğŸ»â€â™€ï¸,love
"I'm fine with the Heritage for the Blind asking for donations, but I really have to question why they would ask people to donate cars to them. [random post of day]  #love #followback #photooftheday #amazing  #follow4follow #like4like #food #followme #girl #follow #giveaway",love
(Lk 24:35-48) - Thus it was written that the Christ would suffer and rise from the dead on the third day. #GospelOfTheDay #EasterOctaveThursday #mydailybread #faith #hope #love,love
"All our dreams can come true if we have the courage to pursue them.  Whenever you see a successful person, you only see the public glories, never the private sacrifices to reach them.  The best revenge is massive success.  #Motivation #SetGoals #BeHeHumble #BeALeader #Hello #Love",love
Check my link out check me out on YouTube thanks have a nice day. #life #love #follow #enjoy,love
"When you connect with that love and that compassion, that's when everything unfolds. ~ Ellen DeGeneres  #love #compassion",love
Love your parents. They are the boost for our life.   #parent  #love,love
"""When youâ€™re in love, youâ€™re capable of learning everything and knowing things you had never dared even to think, because love is the key to understanding of all the the mysteries.""- Paulo Coelho #love #quotes #Soulmates #mysteries #UNIVERSE #Believe #understanding #dontoverthink",love
It is better to lose your pride with someone you love rather than to lose that someone you love with your useless pride. ~ John Ruskin  #love,love
"'Morning my lovely ğŸ˜ ppl'  ""They are able who think the are able"" ~ Virgil   And the question is, do you think you're Able of your Desires ğŸ¤”???  #ourDesires #betteLives #betterUs #love",love
Let's put our ego in the place where it bothers others the least. And we will regain relaxation and freedom. #meditation #love #freedom #relax #EGO #goodmorning #quote #quotesoftheday,love
JOKE OF THE DAY : What did the green grape say to the purple grape? BREATH!! #funny #memes #love #lol #jokeoftheday #meme #rofl #lmao #laugh #dank #humor #funnyaf #joke,love
Good night. #life #love #peace,love
"Curaso absolutely played stellar defense against giannis but I think situational it was an excellent call, bucks are down Giannis knows he can't get that offensive foul while also needing to create, good risky coaching that paid off",neutral
"Isleham, United Kingdom: LAGR242 | Air Mobility Command: United States Air Force | Boeing KC-135 Stratotanker | Altitude: 2325 ft | Heading: 113 | Registration: 59-1475 | Last Coord: 52.3534, 0.4423 https://t.co/80YEpzXeSM",neutral
Cocktail Kit Gift Set - The Old Fashioned - Champagne Cocktail - Moscow Mule - G https://t.co/qcGh2sfIwj eBay https://t.co/ztVieUCuWr,neutral
Bulls in 6,neutral
having the nct show as a monthly thing is really one of the best things to ever happen and i still can't believe we're getting kun on nct lab,neutral
"I admit, all because I thought my words would be listened to if I had done him a favor by resurrecting him. I am but a fool for my actions, the valiance carried in the veins of my parents hadnâ€™t passed to me it seems; I hope there is a way that Dearest Miquella can be brought+",neutral
"Mostly Cloudy in Munich at sunrise, April 21, 2022 at 06:12AM.",neutral
"Yeah yeah, we already know how this bullshit goes â€” Britt is going to hype me up, Iâ€™m going to destroy Storm, and sheâ€™s gonna run away like a little ğŸ•. https://t.co/7mUBMTwjtb",neutral
Live 2D model https://t.co/oUL2GsVeq9,neutral
gonna do some reading,neutral
"What connects two souls,  Love or Attachment ? ""Understanding.""â™¥ï¸",neutral
"$DRX chart looks great, currently 2.5c",neutral
Bucks a good team for Vooch to get in early rhythms against because Lopez is his matchup,neutral
saaaaame ğŸ¤£ https://t.co/8KazZSsiZe,neutral
Chris Reeve Mnandi Bog Oak Wood Inlays https://t.co/w7XA9pTI4Z eBay https://t.co/UHrUr9Hzt4,neutral
GUESS WHOS SEEING HARRY ON FEB 20TH OMGHEUWHHSS,neutral
when you sleepy asf to the point u keep microsleepjjhnenedoanvskwndfnf,neutral
Simply trusting Jesus ChristğŸ¶ğŸ¶,neutral
rise roster no more huh,neutral
Just posted a photo https://t.co/UQQ1r9ML5A,neutral
"Amber Heard is a narcissistic, manipulative, abusive, psychopathic lunatic. She deserves to be in jail. Johnny Depp is innocent #Exposed #Disgusting #Pathetic #JusticeForJohnnyDepp",disgust
Raptors in the halfcourt are #disgusting,disgust
